pct_scroll_move_duration	pct_click_product_info	pct_click	pct_rage_click	pct_mouse_move	wild_mouse_duration	pct_wild_mouse	session_id	scroll_move_total_rel_distance	product_ean	pct_scrandom	total_load_time	screen_height	page_activity_duration	pct_scroll_move	session_duration	pct_doubleclick	ack	session_start	user_id	mouse_move_total_rel_distance	pct_input	screen_width	browser_name	pct_mouse_click
8.54936	42.51163	10.60862	56.76049	10.54156	7.91270	35.99819	797652	5.67019	8405987565177	43.86097	2.78866	lower	9.04597	68.68099	153.61892	10.24662	0.00000	2020-06-21 19:16:42	1942	9.85519	0.00396	1920	edge	12.56771
10.61568	37.72575	7.40756	45.81721	11.07563	7.87427	47.40383	789850	11.05096	8590015663014	53.66598	5.00050	800	11.58182	66.33161	173.51061	12.23331	1.00000	2021-10-01 09:05:13	247	6.33556	0.00316	1366	firefox	12.01186
14.46308	51.20069	10.17829	62.29499	7.85170	8.91670	49.54517	1354811	8.37745	4178275523497	48.50283	1.26892	800	9.80176	49.16033	171.53678	11.09234	1.00000	2021-04-18 23:13:13	2399	9.64068	0.00935	1280	edge	14.27895
12.53076	65.00032	7.07129	47.55803	9.04122	8.44414	52.45158	1000700	9.15791	7889062232214	62.91843	1.25969	768	10.09490	41.75477	173.87102	9.40447	1.00000	2019-08-20 17:27:55	1961	9.97787	0.00648	1366	chrome	13.81816
11.22500	55.00321	10.60424	59.58602	13.41783	14.18104	61.67376	280483	13.29006	3030519298671	24.60423	5.27876	768	12.09368	81.08432	112.84883	10.60123	1.00000	2021-09-27 20:32:20	469	11.20417	1.80819	1366	edge	13.70213
4.77517	27.29630	7.03870	59.46476	12.40634	10.24829	31.59232	808539	9.14380	3644027479271	45.52275	4.10521	768	10.58192	57.00581	161.53008	10.52658	0.00000	2020-07-15 16:03:24	2415	11.30661	0.03548	lower	opera	10.34869
8.44519	37.02476	5.16708	57.64509	13.51725	7.32961	68.37378	1246778	8.36806	6462102063026	32.27526	2.63441	800	12.46676	57.68948	233.57284	9.29019	0.00000	2022-10-02 09:53:27	2394	12.37346	0.00258	lower	chrome	12.90007
14.01357	45.66522	13.56708	49.79691	8.81182	13.29519	56.81583	950862	10.77447	7051388354172	59.07427	4.43977	800	10.35595	58.07329	62.18897	10.23808	1.00000	2019-01-06 10:13:26	284	11.74541	0.74564	1920	chrome	12.87632
12.79277	48.38778	13.60117	39.88197	9.37138	14.20393	50.14973	1283763	9.95387	4876190607437	30.74262	4.50708	1080	11.71831	47.17741	120.94888	10.13214	1.00000	2019-10-07 09:28:21	1684	13.20360	1.85066	lower	safari	13.46980
12.31675	60.05249	6.68949	52.98005	13.34688	5.83726	55.87710	1103983	9.53859	6227812006110	24.60525	7.23733	lower	10.01233	44.24339	131.92386	11.18367	0.00000	2023-07-24 20:23:06	580	9.63323	0.00148	1920	chrome	13.45363
15.11067	57.62422	14.07885	46.01780	8.87913	12.18721	54.83391	1001805	11.14474	8697825837991	30.12623	4.59366	lower	10.30040	41.65253	180.51877	11.31861	1.00000	2021-09-22 06:47:48	96	11.71127	0.24707	lower	chrome	11.75758
8.99993	37.19658	11.83137	62.88416	14.04733	11.39533	43.86413	320217	11.66646	3125274300209	65.41584	5.08460	800	10.64417	36.59776	69.93667	7.88343	0.00000	2020-03-13 20:30:37	1889	12.34235	0.11157	800	firefox	9.30032
13.22376	45.74524	9.28767	55.79022	8.37113	10.41855	65.42087	1043372	12.03553	5185109049848	32.88321	4.26929	600	11.41233	44.82475	163.73118	11.80379	1.00000	2021-05-09 14:17:40	2351	9.65487	0.04261	1280	firefox	11.04855
10.26956	37.51560	12.25635	50.62333	13.14230	10.76413	57.33715	1123636	10.03677	4782723115150	48.73029	9.74152	1080	11.12342	62.83335	205.47268	11.58271	0.00000	2023-07-26 18:18:32	2201	12.31253	0.05845	1920	chrome	10.98102
11.45040	64.91476	10.36581	26.41169	11.01766	8.06955	41.25694	537944	8.87846	3687284573818	63.76578	3.79307	1080	10.93451	54.04794	204.89661	11.83424	1.00000	2019-08-12 02:28:12	319	5.71686	0.00448	1366	edge	14.03182
8.25293	51.41499	12.75741	37.41393	13.98146	10.04428	54.74957	93705	7.92498	0864243656369	80.57987	0.47065	800	10.72784	55.74878	209.86785	10.56416	0.00000	2020-02-22 23:55:59	592	12.76468	0.02915	1024	safari	11.00054
11.95045	35.62193	14.00935	49.94751	5.97903	12.35042	61.27705	1160162	5.56777	3095022424108	44.40998	2.43435	1080	10.79518	54.58336	197.81773	11.31151	1.00000	2023-08-17 08:19:09	722	15.32528	0.29024	1024	chrome	12.44186
7.40208	51.49229	11.23179	35.29642	11.72873	12.19812	30.15292	162331	10.11699	1972536700107	42.38603	9.53239	800	10.31686	57.87680	235.56363	9.99702	0.00000	2019-04-13 15:52:05	377	13.94683	0.24906	1366	edge	8.76613
11.86829	54.34385	7.50026	56.75184	9.80070	7.36215	48.26537	872513	6.77064	0037920379145	53.73576	2.32175	600	12.01436	42.79615	126.65031	10.64212	1.00000	2022-01-09 10:39:27	346	7.77249	0.00266	1024	mobile	16.53688
10.12790	43.90350	8.84902	57.33063	12.75781	7.82101	42.24131	1022340	7.63523	7591397336825	67.87443	2.33684	600	11.45685	39.24050	174.19131	11.45261	0.00000	2022-05-07 21:58:49	948	11.24028	0.00366	higher	edge	13.40226
10.35496	60.51738	11.64809	15.03134	13.39071	11.55838	44.67647	493758	12.41894	0656699806869	35.52680	4.92483	600	11.31089	63.79834	182.83255	11.86469	0.00000	2022-06-12 13:08:03	543	11.27965	0.13099	800	chrome	10.03983
8.17094	43.44725	14.39002	52.57764	13.23711	13.10684	52.06300	301514	11.36470	5563986511687	37.34828	3.48296	higher	9.80746	56.70070	192.62141	9.63362	0.00000	2023-05-27 00:25:12	1377	12.29915	0.61827	1366	edge	8.52826
9.78561	56.16015	7.76266	37.76642	9.94854	7.69253	69.35118	265233	8.44627	3203930924591	39.02610	10.64135	768	9.78983	66.19218	66.53115	9.70245	0.00000	2021-07-18 13:49:37	2225	10.13041	0.00349	800	firefox	11.31136
10.44867	43.12637	8.87302	54.49929	10.31314	8.17533	37.39803	24693	8.88269	7475551355498	50.09767	6.85620	1024	10.05752	79.24924	150.18581	8.78815	1.00000	2022-08-25 19:37:58	1642	7.92682	0.00557	1280	chrome	12.59501
8.15985	50.46515	8.40685	45.65880	11.70129	8.31753	60.15088	713522	8.49971	4516532934950	52.28019	1.06025	higher	11.05428	58.26674	78.86676	10.29995	0.00000	2018-11-16 12:17:52	1224	9.38661	0.00605	1280	mobile	11.62609
11.29506	39.57011	10.80911	61.56471	10.31163	13.02907	35.45967	673229	9.92122	0157647403203	69.55742	6.17830	768	11.71828	50.62781	189.39835	9.94885	1.00000	2022-10-23 22:08:35	875	11.23559	0.57233	800	chrome	14.54526
9.81779	68.63742	8.65347	59.69359	16.63887	8.03335	40.29448	728846	9.29521	3493391237242	68.67165	3.42615	768	11.29510	51.20306	145.22311	10.98468	0.00000	2021-05-12 19:19:40	2050	9.73216	0.00321	1366	safari	14.85414
12.10908	46.97904	10.62752	70.11313	7.91138	9.41637	39.83848	292010	8.92830	0812304715036	44.30719	6.25188	1024	10.62756	76.25619	164.00788	8.98164	1.00000	2021-02-25 15:59:20	33	10.01116	0.01523	lower	safari	11.42520
7.02320	46.84257	5.68264	51.51504	10.48336	7.76047	40.39364	1304342	7.44180	8545318514167	39.89454	1.31064	768	11.35121	57.86905	21.44130	10.10298	0.00000	2019-12-08 22:52:28	7	13.70248	0.00326	1280	edge	10.06519
13.37789	34.36330	11.95610	48.17543	8.37073	11.07236	87.39948	462716	10.67213	0412432460480	61.70522	2.08101	1080	12.21805	42.01852	252.38195	11.23419	1.00000	2022-12-27 18:57:50	2000	10.13242	0.08063	1366	opera	11.53876
12.05018	40.48631	9.51263	52.05966	8.32164	8.11818	56.72913	1288165	6.65015	8990300304569	49.35994	1.98687	768	10.95914	59.04993	144.47700	11.94560	1.00000	2019-03-17 22:20:23	1099	9.73550	0.00508	1366	firefox	14.13326
13.56100	52.81474	14.42237	60.01888	7.78229	13.34727	50.62587	409421	8.65142	4169742533668	45.51840	2.27190	768	10.97504	58.21275	106.48378	12.01878	1.00000	2019-04-04 18:15:15	210	13.92136	0.78615	1280	edge	12.77160
6.62040	55.43913	11.21728	50.88960	9.91227	10.52258	54.32266	786062	5.94804	1203890143287	63.94863	1.17297	lower	11.06087	51.39427	148.61181	9.52889	0.00000	2019-03-12 01:39:45	679	9.74301	0.04737	1280	edge	12.69675
12.05884	17.82968	10.71004	33.42645	9.42756	10.46937	48.53505	326698	11.81804	9798522485320	43.72777	2.65056	lower	11.87592	65.29830	78.92171	10.39750	1.00000	2018-11-20 23:10:15	1029	9.56374	0.04461	1920	edge	10.02858
14.04856	27.94084	9.21260	44.36061	8.02376	10.26027	48.62791	1434583	10.30811	9748802761897	59.96803	2.47274	higher	12.24483	70.39342	97.04846	9.72216	1.00000	2022-06-06 20:32:57	1625	10.71970	0.03580	1920	edge	13.16230
8.05340	49.25733	11.05686	54.22047	9.60509	11.76410	66.81149	672790	7.58836	6714684555278	51.85370	2.01598	768	10.97041	64.65325	113.69963	10.36712	0.00000	2020-04-09 16:00:09	592	15.80132	0.16196	1280	firefox	9.84469
8.40648	42.24809	8.35111	40.03897	10.09622	9.16331	36.52371	1155257	7.40209	4679736336064	38.95058	9.76836	800	10.52551	74.85124	139.56038	11.25518	0.00000	2021-08-27 16:34:02	1501	10.58991	0.01267	1366	edge	12.59135
11.35145	39.82537	8.57552	70.83415	9.60810	8.50105	32.40901	1424282	10.55327	6820327241443	55.74762	3.06335	1024	10.60416	53.52847	100.65144	11.14412	1.00000	2020-11-25 10:47:51	2046	8.77315	0.00650	1024	mobile	10.85346
9.50154	51.65570	12.93400	44.40738	13.02591	14.11850	80.86854	1459391	15.08619	0643309553114	54.81012	6.43381	600	9.53979	48.87809	217.92634	9.36980	0.00000	2021-08-02 10:52:36	1098	11.26706	1.69939	1024	mobile	7.54092
12.75649	59.67804	12.68241	36.51011	10.27308	13.19901	40.12946	414300	10.88767	3847230686300	56.31899	5.40136	768	9.21541	45.39033	148.57172	10.14593	1.00000	2022-03-03 09:24:43	991	12.39335	0.67724	1024	safari	12.74754
13.88455	25.29346	12.34748	53.37738	10.02018	12.75729	56.23775	298636	12.58232	1675543719383	44.57575	5.34999	800	9.99558	38.73662	75.19220	9.04268	1.00000	2022-11-19 05:02:42	2250	9.98002	0.43543	higher	safari	12.43708
9.48152	28.91818	10.24717	45.69281	10.87949	10.50351	36.19060	315187	10.39420	2285019830536	15.68485	1.98732	768	10.95579	53.45457	127.49561	10.69870	0.00000	2022-04-30 14:41:42	1117		0.04685	lower	other	11.93132
10.72859	22.63594	12.82581	63.92228	8.52340	13.99054	63.39482	1289900	7.44238	4889732720860	42.55845	6.25147	600	10.52298	58.87990	169.15874	10.27890	1.00000	2020-08-15 06:35:09	2391	14.76799	1.49623	1920	edge	13.74262
13.24603	40.78688	6.15049	45.94205	7.73467	9.32858	41.86221	463449	9.38685	8057586569867	59.37497	6.51053	lower	10.69604	43.31968	216.86794	9.76050	1.00000	2022-10-25 22:09:40	1772	10.05424	0.01418	1280	opera	14.98560
11.66223	31.37826	8.18232	57.06446	9.20715	8.95412	54.29904	1487826	11.40359	5739904646704	39.98236	1.27389	800	10.28707	36.99760	170.68567	12.68306	1.00000	2023-04-21 10:56:36	1452	9.35203	0.01047	1280	edge	10.24247
14.31247	48.82786	12.61580	29.72187	11.33376	13.97818	42.62533	1343864	14.36438	7838857492043	60.46188	10.12975	higher	9.08715	40.84612	113.89171	11.12307	1.00000	2022-10-23 15:08:26	1372	9.03793	1.47703	1024	edge	13.17412
10.58960	51.53374	9.70983	57.50628	11.62293	11.23415	56.12402	282677	11.66571	3482726852762	64.42705	6.98240	lower	11.81119	50.50710	106.71790	9.28734	0.00000	2019-02-01 20:58:58	1119	11.60679	0.09486	800	firefox	10.91112
9.05243	54.12787	12.95344	38.62221	12.53863	14.36559	50.28425	502325	14.80318	5258412173163	63.07913	6.12516	lower	11.73424	59.81439	173.14835	10.61478	0.00000	2019-11-26 09:44:12	2454	10.73337	2.17434	1920	other	7.74020
11.94631	59.86621	9.28039	64.15118	9.31410	8.37644	37.13685	451161	10.72147	9054574337766	38.93916	0.80242	768	10.29754	44.87108	180.88491	12.11982	1.00000	2019-05-06 02:44:38	993	8.28171	0.00544	1920	chrome	10.57933
13.14979	43.27326	10.69968	68.89938	13.40128	10.18029	50.24039	76517	13.07913	0020321250823	41.30092	3.11147	600	10.03187	67.59667	102.83002	11.23252	0.00000	2021-05-16 19:07:01	1977	6.96868	0.03395	lower	edge	13.26532
10.58484	55.37197	9.33464	58.20940	10.38115	11.98331	55.09125	526122	10.18862	0241452589907	35.37099	7.67929	800	11.89617	50.05082	218.86658	9.67105	1.00000	2022-08-17 06:53:36	2016	9.94362	0.20113	1024	opera	14.13758
13.45924	58.28371	11.60773	44.90983	10.67825	12.42044	96.12554	770382	12.64124	8162003787608	53.08338	3.91961	768	8.54036	47.61951	206.14699	13.08189	0.00000	2023-01-23 04:21:39	373	9.73409	0.31154	1920	edge	12.70511
9.45127	55.94345	10.69500	53.77255	12.68366	10.10594	49.91430	935201	9.01701	1153007943470	48.72169	3.55466	768	9.42608	69.82374	85.11291	11.06798	0.00000	2020-04-08 03:49:54	1289	13.80898	0.03022	1024	opera	10.79126
11.96459	60.47299	10.56272	50.94104	10.08542	9.52413	41.18020	575380	11.10456	6935676427155	43.57391	4.27753	600	12.48359	60.63870	145.91368	11.21101	1.00000	2023-02-13 05:46:15	1198	8.98571	0.01728	1366	edge	10.65071
9.51173	55.58414	11.04055	42.84163	10.33827	11.29907	84.60313	1296985	8.52595	2067990789566	35.69405	8.25937	1080	10.53502	56.96431	143.81927	10.48380	0.00000	2023-03-13 13:07:51	2319	14.36281	0.10093	1366	edge	10.73407
9.70182	44.06607	7.50430	61.44275	11.84207	9.11825	39.99301	504419	11.24948	6639451410430	56.49630	3.79902	1024	11.04059	35.60747	143.19624	9.85199	0.00000	2021-03-26 10:08:04	1683	8.65758	0.01214	1920	edge	11.54556
7.37585	39.84006	9.54636	77.75621	14.22772	5.74223	42.78543	319120	4.30362	4306463963897	52.99179	1.40528	higher	11.02636	61.09594	293.97502	10.16259	1.00000	2018-12-25 21:14:47	1374	12.53331	0.00000	1280	other	12.54474
13.07553	37.77581	9.11590	56.55670		9.10192	83.77292	1180518	8.79078	8413424466598	60.01442	2.46362	1024	9.63005	37.02403	181.05271	9.74074	1.00000	2020-09-01 18:53:20	2331	8.38944	0.01166	1366	mobile	14.87634
10.61774	35.85518	7.22656	28.13698	11.03651	7.92721	55.15153	1162068	11.17690	4402631919083	27.46294	2.44169	1080	10.79644	52.57939	136.91623	11.54738	1.00000	2019-03-16 15:19:54	1250	6.01579	0.00363	higher	mobile	12.19722
12.72710	47.97215	12.60894	69.79751	10.05220	13.53295	74.51884	362415	10.93129	7378107836024	42.41704	4.70503	600	11.65116	44.04163	181.85115	10.11719	1.00000	2018-10-23 02:10:38	2401	12.03744	0.94548	1280	chrome	13.16526
13.62602	48.87084	12.46516	47.78694	7.73416	11.06923	72.35716	593790	10.54614	1486981914700	70.60916	3.01214	768	10.75264	64.96311	287.79533	11.53056	1.00000	2021-08-08 12:19:11	2104	10.21657	0.08098	1366	safari	11.06253
10.78053	52.71886	8.94026	60.78938	8.60910	8.15560	40.83401	712884	7.36594	2892369520231	70.93637	1.52826	1024	11.93918	22.81062	128.98132	10.29449	1.00000	2019-10-02 18:38:10	1716	8.45503	0.00461	1024	chrome	13.37532
11.78558	49.64712	8.13603	54.44047	9.53951	8.91958	49.39809	758718	12.11607	1727239817368	31.09661	6.93572	768	11.10259	80.81256	128.85565	10.78554	1.00000	2021-01-31 20:17:49	2153	8.66685	0.00987	1920	safari	10.01502
6.87230	74.27781	9.20112	34.26842	11.46378	7.51107	41.10155	234150	5.64991	8597836678258	33.77036	3.00023	800	10.59724	54.56061	153.43088	9.76123	0.00000	2022-04-01 10:39:55	988	7.68937	0.00326	lower	edge	13.45118
9.21802	61.25381	12.55027	31.04279	13.25566	12.70580	77.79903	1214935	12.88610	7076335254602	36.39179	6.88710	1024	11.02620	77.24302	193.39317	10.19384	0.00000	2022-02-07 01:24:17	1995	11.21198	0.41315	higher	edge	8.99586
11.51027	60.49512	12.60252	38.38022	10.13434	12.50896	44.89778	1449802	7.62618	8308241691370	41.57665	2.68969	768	10.60243	48.36720	96.92311	10.36973	1.00000	2019-01-07 15:29:56	2050	15.33084	0.34017	1024	chrome	13.42199
14.98832	61.45094	14.51667	36.73025	5.40683	10.23797	47.16096	621584	8.52646	0407264350320	48.34286	4.38452	600	11.96986	80.52406	133.78134	10.06774	1.00000	2022-09-22 19:17:31	790	12.38045	0.03604	1920	edge	9.66197
8.17747	43.07888	8.52070	22.57524	12.55294	7.08115	37.57008	121506	6.50527	4092758411609	38.87629	2.36192	lower	9.41280	40.27920	267.95588	10.31761	1.00000	2022-07-14 14:35:21	2410	10.04913	0.00144	1280	opera	12.96018
11.01954	47.77706	11.13247	34.59883	9.83134	13.63264	28.36974	1037541	10.00879	9381310028962	79.36639	6.48359	1080	12.14626	45.33508	215.39273	10.65169	1.00000	2021-02-22 22:15:18	1655	11.21226	1.04502	800	edge	14.33163
9.36971	46.17232	14.03726	33.85498	13.48259	13.87991	58.11856	613446	14.14408	3326089366934	45.71181	1.43522	1080	10.86729	52.73962	84.61473	10.36679	0.00000	2019-06-11 16:46:05	1321	11.06545	1.33870	1024	edge	7.99636
7.63736	45.87097	8.13836	83.42269	13.24802	8.68031	53.96988	1361193	9.67501	1537163266480	42.26063	4.37526	1024	12.09403	50.57740	159.45938	11.40712	0.00000	2020-06-08 08:19:01	2106	9.14457	0.00650	1024	mobile	11.41788
9.47225	53.15544	10.82291	50.81179	11.19132	8.50566	45.14548	318994	5.74704	4629094616766	47.84921	6.65043	1080	10.09941	77.35136	64.26320	10.80928	0.00000	2020-07-11 18:24:34	1082	10.98142	0.00615	1366	chrome	13.70973
9.22364	49.44306	12.37286	51.10068	12.96036	9.18986		1000277	6.11437	4565637220895	34.01721	7.43724	600	12.64772	22.60269	103.46167	10.05679	0.00000	2020-08-01 17:09:30	309	14.39128	0.01280	1280	chrome	11.96735
11.24450	31.69631	10.47888	61.27671	10.69488	12.24351	54.58597	157004	10.22136	6371031219117	67.00391	0.72688	800	10.01813	72.89451	290.10614	10.69906	1.00000	2018-10-14 03:14:09	1248	11.56527	0.26129	1024	chrome	13.47782
16.25618	43.97005	13.95441	58.00239	9.32932	10.71372	79.63807	1381781	13.76626	5684508664794	35.80067	2.88567	1080	11.02821	72.59077	45.96303	12.13451	1.00000	2023-09-21 22:13:46	930	10.26881	0.05744	1920	chrome	8.76445
13.75078	55.70530	10.09575	49.06757	8.45424	11.36134	50.69262	1140489	13.34873	6227292957186	48.20393	1.44816	768	11.00711	65.02642	172.02379	11.45519	1.00000	2018-10-31 22:31:33	343	11.23664	0.10690	1280	opera	9.48571
10.23559	34.94893	10.83321	29.18258	12.81640	9.55073	82.76807	780381	8.60466	8913313442509	63.84312	1.58907	800	10.79682	57.74693	292.00807	11.31496	0.00000	2022-07-12 16:18:23	498	12.95481	0.01728	800	edge	11.88118
9.24024	46.03908	7.78485	50.12240	12.64410	10.44211	48.27086	1137702	11.20975	8347011564711	38.84058	8.55112	lower	11.60518	59.56468	207.06932	10.65918	0.00000	2021-01-06 22:57:43	7	9.77256	0.04287	1366	edge	12.48638
8.31240	57.00006	13.98498	42.83346	12.30412	12.22936	57.55906	969745	9.14634	7365298230427	49.44316	2.39856	600	10.76065	71.58464	101.26950	11.21233	0.00000	2020-05-03 08:40:50	1375	13.78566	0.25783	1366	mobile	9.38891
12.49310	37.89397	12.48851	42.02304	8.70999	13.41878	31.53453	163920	10.01135	4868631900962	60.93623	2.08839	lower	12.55110	56.37095	128.67835	13.29259	1.00000	2022-01-27 13:39:13	1523	11.74760	0.84492	1920	firefox	13.35358
9.79538	45.62656	9.02793	33.35251	11.42388	9.14387	44.84233	925931	10.55330	7031941708345	46.63665	2.76870	1080	10.98693	57.36277	257.38324	11.91399	0.00000	2021-03-11 22:11:13	1219	8.67877	0.01273	higher	opera	11.14959
11.68848	60.72316	10.32183	59.19407	11.44859	13.61288	56.60327	395601	12.83209	3639480612075	49.39617	1.63271	1024	10.96594	60.32186	209.22655	10.43723	1.00000	2021-02-28 03:35:12	1469	9.18882	1.02393	1280	opera	14.03296
13.12453	39.95113	9.71580	67.38253	8.60437	9.70469	58.34117	1018865	7.69047	3670818917301	59.88490	2.75751	800	11.92577	48.66323	163.54612	10.55212	1.00000	2020-12-01 06:58:08	216	10.21469	0.02113	1280	edge	15.44180
5.59289	52.22974	7.10023	36.59754	12.01456	8.69441	40.96132	117453	7.82830	2179066904930	63.28921	1.03704	1080	11.19003	69.64552	36.74157	11.31200	0.00000	2019-07-16 12:47:39	1407	8.96939	0.00843	1920	chrome	11.99890
11.97876	37.68426	11.60089	47.10702	11.08810	12.87236	41.55324	804570	10.39291	4644381222659	55.18837	0.47543	lower	11.88116	60.47682	65.80591	10.60379	1.00000	2021-09-20 15:25:44	628	12.37922	0.48677	1920	edge	13.67387
12.42580	53.66868	7.79944	29.33911	9.88495	8.81078	70.67065	645159	12.27116	6072906772866	41.84218	2.40607	600	11.86512	59.90300	53.99189	10.66693	1.00000	2023-02-14 01:40:52	2092	8.96319	0.00752	800	chrome	10.60605
11.57445	44.66950	8.41628	44.99028	14.47222	9.33710	26.88299	119916	13.28965	8719466899692	44.26433	1.91882	1080	9.38014	37.30066	111.71045	10.99151	0.00000	2020-09-19 10:47:24	851	8.89643	0.01521	1024	mobile	11.86125
12.94784	56.20926	13.19575	32.97854	11.48902	15.66210	47.88263	1119268	12.69575	5896313674930	44.25049	2.61343	1080	10.94101	70.80682	124.62590	11.14838	1.00000	2019-11-06 15:51:27	2419	12.21447	7.95263	1024	chrome	14.04528
12.94856	19.49447	10.37164	56.30461	9.65109	9.30626	58.49027	1474265	10.46048	6331557602497	45.97189	6.26592	800	10.37747	29.96657	178.19659	10.96929	1.00000	2022-12-04 20:08:01	1201	8.75435	0.01415	800	mobile	12.14608
11.44082	50.26110	11.35301	45.35425	8.66785	11.53393	31.16701	812893	8.78439	3840242005091	73.57284	0.61754	768	12.23753	61.82653	202.53278	12.35301	0.00000	2019-05-11 03:18:48	1117	12.01122	0.12830	1280	chrome	12.40579
8.30162	58.69938	12.38543	59.05860	11.10052	10.30496	48.38944	594254	5.60297	2409720396253	53.69288	2.11789	600	10.29092	59.48258	181.51762	9.38595	0.00000	2019-01-29 05:30:29	1560	15.21245	0.03829	1366	other	11.35790
15.63538	53.02181	14.25181	49.46710	7.07360	11.01889	31.81649	834955	11.05554	4119234214872	34.89519	1.92442	1080	10.46033	61.16394	226.07560	10.38703	1.00000	2021-08-31 07:59:27	744	10.93898	0.07597	1280	mobile	10.00137
10.26872	27.35990	12.77741	78.08093	14.12323	10.05695	46.59349	785793	9.32749	9826465364805	43.24689	2.89252	768	10.50306	41.74180	189.38512	10.94600	0.00000	2020-03-01 14:19:55	311	12.88488	0.02937	1920	chrome	11.05057
9.37148	25.82382	10.63892	47.03063	11.61177	14.56909	77.70972	152640	8.54839	9500893422756	75.24026	4.15098	lower	9.35377	59.07559	118.31334	10.66992	1.00000	2020-09-07 21:50:05	1867	13.57674	2.66668	1024	mobile	16.15428
7.45337	52.64825	9.78247	44.38994	12.94300	10.38247	58.39392	1305484	8.71889	3338514392715	41.30163	2.67671	lower	10.49536	35.92139	210.26374	11.35527	0.00000	2022-05-05 09:05:35	1317	11.05062	0.04248	1024	opera	12.06163
12.74521	30.67007	9.91063	44.81613	9.83017	8.82255	50.18356	1433206	9.70640	7598510268100	38.57751	1.74435	800	11.65321	42.87062	77.19406	12.29470	1.00000	2018-10-04 16:03:26	1812	8.19873	0.00996	1280	chrome	13.16471
14.44353	55.26515	13.02596	54.87630	9.62267	12.74712	67.18432	690934	12.84146	5568277181501	38.52210	0.89101	1024	11.46990	37.23750	132.95773	10.36216	1.00000	2022-06-26 08:59:48	2196	9.95429	0.43238	1366	opera	11.83095
13.16857	64.67207	13.39952	48.56514	9.23280	11.64594	54.58235	1398865	8.87822	1538587961838	50.68372	5.82747	600	11.43943	49.84683	136.66308	9.94718	1.00000	2018-10-04 04:18:46	2334	14.27157	0.14335	1280	edge	11.63023
10.06159	44.20660	11.18623	45.25391	11.20919	12.16271	65.89700	1477751	11.38482	2810412800802	31.15232	4.18747	lower	11.72009	53.13887	158.74757	10.23815	0.00000	2020-03-20 11:24:13	33	11.61598	0.24097	higher	opera	10.50914
8.67385	42.88402	11.34489	68.70419	11.73764	10.98336	59.51817	1231120	8.70496	1334114706367	63.85256	2.79386	1080	10.44151	54.79039	193.94967	11.60788	0.00000	2021-06-14 01:49:27	1545	13.05128	0.07362	1366	edge	10.81332
